user_id,session_id,event_time,device_type,location,page_name,event_type,event_value,duration_on_page,referrer_page,next_page,conversion_flag,funnel_stage,intent_label,recommendation_shown,recommendation_clicked,score_intent_probability,cluster_id,total_users,conversion_rate,avg_session_duration,dropoff_rate,persona_name,persona_avg_age,persona_conversion,device_mix,journey_step_count,journey_avg_dwell,journey_dropoff_rate,ab_test_control_rate,ab_test_variant_rate,ab_test_p_value,ab_test_uplift,insight_title,insight_metric,insight_description,insight_suggested_action
,S5503,2025-10-05 09:42:51,tablet,"Pune, IN",Loan_Apply_Page,submit,Submit Application,12.0,Loan_Offers_Page,Loan_Apply_Page,0,Payment,Purchase,Credit Card Offer,0,0.87,C3,4000,0.41,20.99,0.12,Business,45,0.42,Desktop,5,15.2,0.2,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-05 00:57:51,desktop,"Pune, IN",Loan_Apply_Page,submit,View Loan Details,28.9,Home_Page,Logout_Page,0,Success,Purchase,Credit Card Offer,1,0.75,C2,4000,0.54,32.11,0.16,Student,22,0.42,Mobile,6,9.5,0.25,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-04 17:52:51,desktop,"Mumbai, IN",Loan_Apply_Page,submit,Apply Now,12.0,Loan_Apply_Page,Logout_Page,0,Payment,Upgrade,Personal Loan Banner,1,0.92,C2,4000,0.39,33.16,0.2,Professional,22,0.12,Mobile,4,15.2,0.25,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-06 22:55:51,tablet,"Delhi, IN",Home_Page,view,Confirmation,35.2,Home_Page,Payment_Page,1,Apply_Loan,Purchase,Insurance Plan,1,0.92,C2,4000,0.52,26.24,0.11,Student,45,0.18,Tablet,6,9.5,0.1,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-06 02:25:51,mobile,"Pune, IN",Success_Page,view,Submit Application,12.0,Loan_Apply_Page,Payment_Page,0,Apply_Loan,Upgrade,Credit Card Offer,0,0.81,C3,4000,0.49,31.93,0.19,Professional,30,0.12,Desktop,5,12.4,0.15,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-09 07:36:51,mobile,"Chennai, IN",Loan_Offers_Page,click,Submit Application,12.0,Loan_Offers_Page,Payment_Page,0,Success,Apply_Loan,Credit Card Offer,0,0.92,C1,4000,0.52,22.57,0.19,Business,30,0.35,Tablet,5,12.4,0.25,0.32,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-09 00:55:51,tablet,"Delhi, IN",Loan_Offers_Page,submit,Confirmation,35.2,Loan_Offers_Page,Success_Page,1,Success,Purchase,Credit Card Offer,0,0.81,C4,4000,0.37,30.2,0.17,Student,45,0.35,Desktop,4,9.5,0.25,0.32,0.42,0.08,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-06 09:00:51,tablet,"Bangalore, IN",Success_Page,click,Apply Now,24.5,Loan_Apply_Page,Loan_Apply_Page,0,Success,Query_Info,Insurance Plan,0,0.75,C2,4000,0.37,27.56,0.1,Student,30,0.35,Mobile,6,18.3,0.25,0.32,0.42,0.08,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-08 03:59:51,tablet,"Pune, IN",Home_Page,view,View Loan Details,12.0,Loan_Apply_Page,Loan_Apply_Page,1,Apply_Loan,Upgrade,Personal Loan Banner,1,0.87,C5,4000,0.42,22.37,0.11,Senior,30,0.42,Mobile,4,15.2,0.1,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-08 23:39:51,tablet,"Chennai, IN",Payment_Page,click,Payment,12.0,Loan_Apply_Page,Success_Page,0,Payment,Upgrade,Insurance Plan,0,0.81,C5,4000,0.48,22.89,0.17,Business,22,0.42,Desktop,4,18.3,0.1,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-05 01:32:51,tablet,"Mumbai, IN",Loan_Offers_Page,click,Confirmation,35.2,Loan_Apply_Page,Success_Page,0,Offer_View,Purchase,Personal Loan Banner,1,0.87,C5,4000,0.39,33.05,0.22,Senior,45,0.12,Mobile,6,9.5,0.2,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
667099.0,S5506,2025-10-08 06:46:51,mobile,"Bangalore, IN",Payment_Page,click,View Loan Details,35.2,Home_Page,Logout_Page,0,Success,Purchase,Credit Card Offer,0,0.92,C2,4000,0.43,21.78,0.1,Business,35,0.12,Mobile,6,12.4,0.2,0.35,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-09 16:13:51,tablet,"Bangalore, IN",Success_Page,submit,Apply Now,12.0,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Query_Info,Insurance Plan,0,0.65,C1,4000,0.44,26.81,0.11,Professional,35,0.35,Desktop,4,9.5,0.2,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-03 05:08:51,tablet,"Chennai, IN",Loan_Apply_Page,view,Apply Now,35.2,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Personal Loan Banner,0,0.65,C2,4000,0.45,29.05,0.11,Senior,22,0.12,Mobile,6,12.4,0.1,0.32,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-09 13:04:51,tablet,"Bangalore, IN",Loan_Offers_Page,view,Confirmation,35.2,Home_Page,Loan_Apply_Page,0,Success,Renewal,Credit Card Offer,0,0.65,C3,4000,0.54,26.29,0.19,Business,30,0.35,Desktop,4,18.3,0.25,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
539833.0,S5504,2025-10-04 13:52:51,mobile,"Pune, IN",Loan_Apply_Page,submit,View Loan Details,15.8,Loan_Apply_Page,Payment_Page,0,Payment,Purchase,Insurance Plan,0,0.65,C5,4000,0.37,29.77,0.22,Student,35,0.42,Tablet,4,18.3,0.25,0.32,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-04 07:28:51,desktop,"Mumbai, IN",Success_Page,click,Payment,15.8,Loan_Apply_Page,Payment_Page,1,Apply_Loan,Apply_Loan,Insurance Plan,1,0.75,C5,4000,0.45,29.39,0.18,Professional,22,0.12,Mobile,3,18.3,0.15,0.35,0.42,0.08,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-04 00:41:51,desktop,"Chennai, IN",Loan_Offers_Page,click,Submit Application,28.9,Home_Page,Payment_Page,1,Success,Purchase,Personal Loan Banner,0,0.87,C5,4000,0.55,21.37,0.19,Business,35,0.35,Desktop,4,9.5,0.2,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
292205.0,S5504,2025-10-06 15:21:51,tablet,"Mumbai, IN",Home_Page,click,View Loan Details,28.9,Loan_Offers_Page,Loan_Apply_Page,1,Offer_View,Apply_Loan,Personal Loan Banner,0,0.65,C3,4000,0.46,22.13,0.14,Professional,22,0.18,Tablet,5,12.4,0.2,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-05 15:41:51,tablet,"Bangalore, IN",Payment_Page,view,Confirmation,15.8,Loan_Apply_Page,Logout_Page,1,Payment,Apply_Loan,Personal Loan Banner,1,0.65,C4,4000,0.44,31.02,0.12,Student,30,0.42,Mobile,6,15.2,0.25,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-09 10:05:51,desktop,"Pune, IN",Success_Page,click,Confirmation,24.5,Loan_Apply_Page,Success_Page,1,Apply_Loan,Apply_Loan,Insurance Plan,0,0.92,C5,4000,0.38,26.06,0.21,Business,30,0.12,Desktop,6,12.4,0.25,0.35,0.42,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-02 20:52:51,desktop,"Mumbai, IN",Home_Page,submit,Apply Now,12.0,Home_Page,Payment_Page,0,Apply_Loan,Apply_Loan,Insurance Plan,0,0.75,C4,4000,0.5,24.58,0.19,Senior,30,0.35,Desktop,3,9.5,0.2,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-06 00:16:51,mobile,"Mumbai, IN",Loan_Apply_Page,view,View Loan Details,12.0,Loan_Apply_Page,Loan_Apply_Page,1,Payment,Apply_Loan,Credit Card Offer,1,0.65,C1,4000,0.54,30.92,0.18,Business,30,0.12,Tablet,4,12.4,0.15,0.32,0.38,0.04,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-09 08:09:51,mobile,"Chennai, IN",Loan_Offers_Page,click,Payment,28.9,Loan_Apply_Page,Payment_Page,0,Apply_Loan,Apply_Loan,Insurance Plan,1,0.81,C5,4000,0.39,27.94,0.18,Senior,35,0.35,Mobile,6,12.4,0.1,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
36921.0,S5504,2025-10-07 03:04:51,desktop,"Mumbai, IN",Loan_Offers_Page,submit,Submit Application,15.8,Loan_Offers_Page,Success_Page,0,Offer_View,Upgrade,Insurance Plan,0,0.87,C2,4000,0.5,25.01,0.18,Senior,35,0.12,Mobile,6,18.3,0.1,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
73043.0,S5503,2025-10-05 22:03:51,mobile,"Pune, IN",Loan_Apply_Page,submit,View Loan Details,28.9,Loan_Apply_Page,Success_Page,0,Success,Upgrade,Insurance Plan,1,0.81,C1,4000,0.37,27.65,0.2,Business,30,0.18,Mobile,3,9.5,0.25,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-06 02:37:51,desktop,"Delhi, IN",Payment_Page,submit,Apply Now,12.0,Loan_Offers_Page,Loan_Apply_Page,1,Payment,Apply_Loan,Insurance Plan,1,0.65,C1,4000,0.45,25.34,0.13,Business,30,0.18,Desktop,6,15.2,0.15,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-08 05:19:51,desktop,"Delhi, IN",Success_Page,submit,Submit Application,28.9,Loan_Apply_Page,Logout_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.81,C1,4000,0.49,20.49,0.12,Senior,35,0.35,Tablet,6,15.2,0.2,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
778435.0,S5502,2025-10-07 08:05:51,desktop,"Mumbai, IN",Loan_Offers_Page,view,Payment,12.0,Loan_Apply_Page,Payment_Page,1,Payment,Apply_Loan,Personal Loan Banner,0,0.87,C4,4000,0.54,25.75,0.12,Professional,22,0.18,Mobile,3,18.3,0.2,0.32,0.38,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
466106.0,S5504,2025-10-07 11:28:51,tablet,"Pune, IN",Payment_Page,view,Submit Application,15.8,Home_Page,Payment_Page,0,Apply_Loan,Apply_Loan,Personal Loan Banner,0,0.65,C3,4000,0.54,34.58,0.11,Senior,45,0.18,Tablet,3,12.4,0.15,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-07 14:12:51,desktop,"Delhi, IN",Success_Page,view,Submit Application,28.9,Loan_Apply_Page,Success_Page,0,Payment,Purchase,Insurance Plan,0,0.75,C4,4000,0.44,27.36,0.23,Professional,30,0.35,Desktop,3,9.5,0.2,0.35,0.38,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-07 10:40:51,mobile,"Mumbai, IN",Loan_Apply_Page,submit,Submit Application,24.5,Loan_Offers_Page,Success_Page,0,Payment,Apply_Loan,Insurance Plan,0,0.87,C5,4000,0.47,34.22,0.22,Student,35,0.18,Desktop,6,12.4,0.1,0.32,0.38,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-03 14:18:51,tablet,"Bangalore, IN",Payment_Page,submit,Submit Application,12.0,Home_Page,Loan_Apply_Page,0,Success,Apply_Loan,Credit Card Offer,1,0.81,C3,4000,0.4,30.88,0.23,Business,45,0.12,Mobile,5,12.4,0.15,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
750470.0,S5502,2025-10-09 03:03:51,tablet,"Delhi, IN",Loan_Apply_Page,click,Confirmation,15.8,Loan_Apply_Page,Logout_Page,0,Payment,Apply_Loan,Credit Card Offer,1,0.87,C4,4000,0.47,32.0,0.2,Student,45,0.35,Tablet,6,12.4,0.1,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-07 03:26:51,mobile,"Pune, IN",Home_Page,submit,View Loan Details,12.0,Loan_Offers_Page,Logout_Page,1,Offer_View,Purchase,Credit Card Offer,0,0.87,C3,4000,0.43,21.99,0.11,Student,45,0.12,Mobile,6,15.2,0.25,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-07 09:40:51,tablet,"Bangalore, IN",Success_Page,click,View Loan Details,15.8,Loan_Offers_Page,Success_Page,0,Success,Apply_Loan,Credit Card Offer,1,0.75,C4,4000,0.44,26.22,0.2,Student,45,0.18,Tablet,6,9.5,0.25,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-03 09:01:51,tablet,"Delhi, IN",Loan_Apply_Page,click,Apply Now,15.8,Home_Page,Success_Page,0,Offer_View,Apply_Loan,Personal Loan Banner,0,0.65,C5,4000,0.47,21.29,0.17,Senior,30,0.12,Tablet,6,12.4,0.15,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-07 01:12:51,tablet,"Pune, IN",Success_Page,submit,Apply Now,12.0,Loan_Apply_Page,Loan_Apply_Page,0,Payment,Purchase,Personal Loan Banner,0,0.92,C5,4000,0.42,28.16,0.23,Business,35,0.35,Desktop,3,12.4,0.25,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
860991.0,S5504,2025-10-07 19:17:51,desktop,"Delhi, IN",Loan_Offers_Page,view,Confirmation,28.9,Loan_Apply_Page,Success_Page,1,Success,Purchase,Insurance Plan,0,0.75,C2,4000,0.41,25.63,0.21,Business,45,0.12,Desktop,3,9.5,0.2,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-08 12:37:51,tablet,"Pune, IN",Loan_Offers_Page,submit,Apply Now,28.9,Loan_Offers_Page,Logout_Page,0,Apply_Loan,Renewal,Insurance Plan,1,0.81,C2,4000,0.49,28.6,0.2,Business,45,0.18,Desktop,4,12.4,0.1,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-04 09:11:51,tablet,"Bangalore, IN",Payment_Page,view,View Loan Details,24.5,Loan_Offers_Page,Payment_Page,1,Success,Upgrade,Insurance Plan,1,0.87,C2,4000,0.37,25.95,0.2,Business,30,0.42,Tablet,5,12.4,0.25,0.35,0.38,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-07 19:11:51,mobile,"Delhi, IN",Success_Page,submit,Confirmation,35.2,Loan_Offers_Page,Loan_Apply_Page,1,Apply_Loan,Query_Info,Insurance Plan,1,0.65,C4,4000,0.41,32.22,0.2,Student,35,0.18,Mobile,6,9.5,0.15,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-03 10:20:51,mobile,"Bangalore, IN",Home_Page,submit,Confirmation,24.5,Loan_Apply_Page,Logout_Page,0,Success,Apply_Loan,Insurance Plan,0,0.75,C5,4000,0.43,27.59,0.21,Business,22,0.12,Desktop,5,12.4,0.25,0.32,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
681116.0,S5506,2025-10-08 00:11:51,mobile,"Chennai, IN",Home_Page,view,Apply Now,12.0,Loan_Offers_Page,Success_Page,0,Success,Purchase,Credit Card Offer,1,0.75,C3,4000,0.47,22.59,0.24,Senior,35,0.18,Tablet,3,18.3,0.25,0.35,0.42,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-09 07:23:51,mobile,"Bangalore, IN",Payment_Page,click,Confirmation,24.5,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Upgrade,Credit Card Offer,1,0.87,C4,4000,0.4,22.76,0.19,Senior,45,0.12,Tablet,6,15.2,0.1,0.35,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
118590.0,S5505,2025-10-08 20:28:51,mobile,"Mumbai, IN",Loan_Offers_Page,view,View Loan Details,12.0,Loan_Apply_Page,Payment_Page,0,Success,Renewal,Personal Loan Banner,1,0.87,C3,4000,0.46,29.17,0.19,Student,22,0.42,Desktop,3,18.3,0.15,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-05 20:56:51,tablet,"Bangalore, IN",Payment_Page,submit,Apply Now,24.5,Home_Page,Payment_Page,1,Offer_View,Apply_Loan,Insurance Plan,1,0.92,C4,4000,0.53,20.73,0.16,Business,30,0.35,Mobile,4,9.5,0.1,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-08 21:45:51,tablet,"Chennai, IN",Loan_Apply_Page,submit,Submit Application,28.9,Loan_Apply_Page,Payment_Page,0,Offer_View,Renewal,Personal Loan Banner,1,0.75,C1,4000,0.43,34.62,0.22,Business,30,0.42,Desktop,6,12.4,0.2,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-09 10:58:51,desktop,"Chennai, IN",Loan_Apply_Page,view,View Loan Details,24.5,Loan_Apply_Page,Payment_Page,1,Payment,Apply_Loan,Personal Loan Banner,0,0.81,C4,4000,0.45,32.02,0.17,Business,35,0.12,Tablet,5,15.2,0.15,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
214538.0,S5502,2025-10-08 12:54:51,desktop,"Mumbai, IN",Loan_Offers_Page,submit,Confirmation,28.9,Loan_Apply_Page,Payment_Page,1,Payment,Renewal,Credit Card Offer,0,0.75,C1,4000,0.43,28.08,0.19,Professional,22,0.12,Tablet,5,18.3,0.15,0.35,0.42,0.04,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-07 02:37:51,desktop,"Bangalore, IN",Payment_Page,submit,View Loan Details,28.9,Home_Page,Payment_Page,1,Success,Renewal,Personal Loan Banner,0,0.92,C4,4000,0.51,25.49,0.18,Student,45,0.42,Desktop,5,18.3,0.15,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-04 08:12:51,tablet,"Pune, IN",Payment_Page,submit,Submit Application,15.8,Loan_Offers_Page,Logout_Page,0,Payment,Upgrade,Personal Loan Banner,0,0.87,C5,4000,0.46,26.38,0.23,Student,22,0.12,Mobile,4,12.4,0.25,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
174198.0,S5506,2025-10-07 21:38:51,tablet,"Chennai, IN",Loan_Offers_Page,submit,Confirmation,35.2,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Query_Info,Credit Card Offer,0,0.92,C4,4000,0.43,29.94,0.24,Senior,45,0.12,Mobile,6,9.5,0.2,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-03 04:21:51,mobile,"Bangalore, IN",Payment_Page,submit,View Loan Details,35.2,Loan_Apply_Page,Success_Page,1,Payment,Upgrade,Credit Card Offer,1,0.81,C5,4000,0.55,24.18,0.18,Student,45,0.12,Tablet,3,9.5,0.25,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-06 10:31:51,tablet,"Delhi, IN",Success_Page,view,Confirmation,35.2,Home_Page,Payment_Page,0,Offer_View,Apply_Loan,Credit Card Offer,0,0.87,C2,4000,0.37,23.74,0.11,Senior,45,0.42,Tablet,5,12.4,0.2,0.35,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-08 18:35:51,desktop,"Pune, IN",Payment_Page,click,Apply Now,15.8,Loan_Apply_Page,Payment_Page,0,Payment,Purchase,Credit Card Offer,0,0.92,C1,4000,0.4,30.35,0.12,Senior,22,0.12,Mobile,6,15.2,0.25,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-05 01:00:51,desktop,"Chennai, IN",Loan_Offers_Page,view,View Loan Details,35.2,Loan_Apply_Page,Loan_Apply_Page,0,Apply_Loan,Renewal,Credit Card Offer,0,0.87,C5,4000,0.36,31.3,0.11,Business,45,0.35,Mobile,5,18.3,0.25,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-06 15:25:51,desktop,"Mumbai, IN",Loan_Offers_Page,view,Apply Now,12.0,Home_Page,Payment_Page,1,Payment,Apply_Loan,Personal Loan Banner,0,0.87,C5,4000,0.43,32.51,0.21,Senior,30,0.35,Mobile,4,9.5,0.2,0.35,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-04 08:38:51,tablet,"Pune, IN",Loan_Offers_Page,view,Confirmation,28.9,Loan_Offers_Page,Logout_Page,1,Apply_Loan,Renewal,Insurance Plan,1,0.87,C1,4000,0.42,30.0,0.19,Senior,22,0.42,Tablet,5,12.4,0.2,0.35,0.42,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-09 05:05:51,mobile,"Pune, IN",Loan_Apply_Page,view,View Loan Details,35.2,Home_Page,Success_Page,1,Success,Renewal,Credit Card Offer,0,0.75,C1,4000,0.4,30.35,0.13,Professional,35,0.42,Desktop,4,15.2,0.15,0.32,0.42,0.08,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-05 15:56:51,tablet,"Mumbai, IN",Home_Page,submit,Payment,35.2,Loan_Apply_Page,Loan_Apply_Page,0,Payment,Query_Info,Credit Card Offer,0,0.81,C3,4000,0.39,28.09,0.11,Professional,35,0.42,Tablet,3,9.5,0.2,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
603701.0,S5502,2025-10-03 19:42:51,desktop,"Mumbai, IN",Loan_Offers_Page,view,Confirmation,15.8,Loan_Offers_Page,Loan_Apply_Page,0,Apply_Loan,Apply_Loan,Credit Card Offer,0,0.81,C2,4000,0.46,20.42,0.24,Business,45,0.18,Tablet,3,15.2,0.2,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-04 12:06:51,mobile,"Chennai, IN",Success_Page,click,View Loan Details,28.9,Loan_Apply_Page,Loan_Apply_Page,1,Success,Renewal,Insurance Plan,1,0.65,C3,4000,0.37,21.86,0.13,Student,35,0.35,Tablet,6,15.2,0.15,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-07 10:46:51,tablet,"Mumbai, IN",Loan_Offers_Page,click,Confirmation,12.0,Loan_Offers_Page,Logout_Page,0,Payment,Upgrade,Personal Loan Banner,0,0.65,C1,4000,0.42,25.41,0.14,Student,22,0.42,Desktop,5,12.4,0.25,0.35,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-04 05:50:51,desktop,"Pune, IN",Success_Page,submit,Payment,15.8,Loan_Apply_Page,Payment_Page,1,Payment,Query_Info,Personal Loan Banner,0,0.75,C3,4000,0.36,20.37,0.25,Senior,22,0.12,Mobile,4,9.5,0.2,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5503,2025-10-06 11:20:51,desktop,"Bangalore, IN",Home_Page,view,Apply Now,35.2,Home_Page,Logout_Page,0,Apply_Loan,Renewal,Insurance Plan,1,0.75,C5,4000,0.37,28.13,0.11,Professional,22,0.12,Mobile,6,15.2,0.1,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-05 12:40:51,desktop,"Pune, IN",Success_Page,submit,Apply Now,15.8,Loan_Apply_Page,Success_Page,0,Apply_Loan,Upgrade,Insurance Plan,0,0.92,C2,4000,0.43,25.5,0.11,Student,22,0.12,Mobile,4,9.5,0.25,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
363386.0,S5505,2025-10-05 17:36:51,tablet,"Pune, IN",Success_Page,view,Apply Now,35.2,Loan_Apply_Page,Logout_Page,1,Apply_Loan,Query_Info,Insurance Plan,0,0.92,C4,4000,0.49,31.94,0.15,Senior,22,0.35,Mobile,3,18.3,0.15,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-07 09:55:51,tablet,"Delhi, IN",Payment_Page,view,Apply Now,12.0,Loan_Offers_Page,Success_Page,0,Payment,Purchase,Insurance Plan,1,0.65,C5,4000,0.5,21.31,0.12,Senior,22,0.42,Tablet,5,15.2,0.15,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-08 09:29:51,mobile,"Mumbai, IN",Payment_Page,view,Apply Now,35.2,Loan_Apply_Page,Logout_Page,1,Payment,Apply_Loan,Personal Loan Banner,1,0.75,C1,4000,0.42,22.42,0.15,Business,22,0.18,Desktop,4,15.2,0.2,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
